,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,StatusCat96NK [A],StatusCat96NK [E],StatusCat96NK [F],StatusCat96NK [L],StatusCat96NK [N],StatusCat96NK [S],DemGender [F],DemGender [M],DemGender [U],DemHomeOwner [H],DemHomeOwner [U]
461,4,15,4,12,20.0,20.0,12.53,20.0,20,127,13,30,72,6,15,30,1,36,40.0,53500.0,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
462,3,3,1,1,10.0,10.0,10.0,10.0,18,24,12,23,21,6,11,9,0,41,,51400.0,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
463,1,2,0,0,20.0,20.0,20.0,,19,20,13,20,19,6,6,7,0,50,,56700.0,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
464,2,5,1,3,20.0,15.0,16.0,20.0,15,57,16,34,49,6,14,18,0,50,47.0,45100.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
465,4,7,2,3,10.0,10.0,8.0,8.5,15,45,13,31,36,6,15,15,0,21,52.0,67900.0,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
466,11,31,6,14,3.0,4.18,3.36,4.33,7,128,16,37,74,7,18,31,1,39,68.0,62000.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
467,1,2,0,0,20.0,20.0,12.5,,27,40,9,28,29,4,4,12,0,0,49.0,33800.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
468,2,25,1,12,10.0,6.5,4.08,10.0,21,130,12,28,97,5,11,27,1,26,27.0,176900.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
469,2,6,1,3,10.0,20.5,21.33,31.0,17,81,13,29,54,6,13,22,0,31,,75000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
470,2,18,1,13,10.0,10.0,4.94,10.0,15,125,11,28,72,3,10,28,1,32,76.0,53600.0,24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
471,4,4,2,2,11.0,8.5,8.5,8.0,19,27,14,27,24,6,12,10,1,27,68.0,61600.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
472,2,11,1,8,10.0,15.0,8.09,10.0,15,119,12,25,64,5,10,27,1,25,76.0,49400.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
473,3,11,1,6,25.0,23.33,12.0,25.0,15,93,12,33,60,6,16,26,1,24,76.0,106800.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
474,1,14,1,12,10.0,10.0,9.57,10.0,17,129,7,12,37,3,7,20,1,12,77.0,101500.0,47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
475,4,21,4,17,10.0,10.0,8.0,10.0,17,128,16,36,84,6,17,33,1,24,80.0,83400.0,46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
476,2,3,2,2,10.0,7.5,7.0,7.5,16,20,6,9,9,2,4,4,0,12,,101500.0,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
477,4,11,3,6,10.0,9.5,6.0,6.0,15,53,14,36,46,7,18,20,1,39,,0.0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
478,2,18,2,8,13.0,13.0,9.67,13.0,24,105,10,29,69,5,13,27,1,12,44.0,84800.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
479,4,5,1,1,12.0,11.75,11.4,10.0,15,34,12,29,27,6,14,12,0,39,66.0,59600.0,42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
480,3,6,2,3,15.0,14.33,13.17,14.0,17,56,14,32,43,6,14,17,0,15,51.0,77700.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
481,2,4,1,3,20.0,15.0,15.0,20.0,15,75,13,29,48,5,11,18,0,17,75.0,57800.0,19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
482,2,9,2,7,21.0,20.5,14.89,20.5,21,76,14,34,61,6,16,22,1,12,66.0,68500.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
483,6,8,5,7,4.0,4.33,4.0,4.2,16,45,13,32,36,6,15,15,1,14,51.0,129900.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
484,1,6,0,3,20.0,20.0,12.83,,25,111,9,27,60,4,4,25,0,12,49.0,81000.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
485,3,6,2,2,10.0,14.0,12.0,11.0,18,35,13,31,31,6,15,13,0,16,50.0,76100.0,45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
486,4,23,1,12,20.0,15.75,14.36,15.0,18,85,2,9,27,1,4,14,1,17,,55000.0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
487,3,14,3,10,17.0,17.0,12.14,17.0,23,113,12,34,74,6,17,31,1,40,51.0,91600.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
488,4,5,2,2,15.0,8.0,9.4,8.0,17,32,13,29,27,6,13,11,1,24,69.0,68800.0,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
489,2,7,2,4,25.0,25.0,15.0,25.0,16,80,12,31,55,4,13,21,0,30,67.0,39100.0,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
490,2,5,0,3,20.0,20.0,14.0,,16,80,12,26,49,5,5,18,0,30,,39100.0,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
491,1,3,0,1,15.0,15.0,12.33,,26,65,9,23,40,4,4,14,0,39,49.0,55300.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
492,2,2,1,1,15.0,12.5,12.5,10.0,26,35,9,25,23,4,11,10,0,36,41.0,59800.0,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
493,3,5,2,2,20.0,18.67,19.6,23.0,20,44,13,35,42,6,17,17,0,49,64.0,49000.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
494,3,12,2,8,10.0,9.33,7.25,9.0,22,88,13,33,60,6,16,24,1,35,67.0,86900.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
495,5,16,3,8,14.0,10.8,9.06,10.0,18,80,15,34,62,6,17,25,1,51,73.0,38100.0,34,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
496,3,18,3,10,9.0,9.67,10.78,9.67,5,115,37,55,116,7,16,35,1,47,79.0,45400.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
497,2,7,1,3,16.0,16.0,11.86,16.0,18,90,14,35,58,6,16,24,0,0,44.0,88000.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
498,3,22,2,7,18.0,20.0,13.91,21.0,18,130,34,54,116,6,17,33,0,36,76.0,39900.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
499,4,4,3,3,12.0,11.0,11.0,8.0,16,29,16,29,27,6,12,10,1,43,45.0,23700.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
500,2,5,0,2,20.0,20.0,16.8,,24,88,11,29,55,6,6,22,0,25,50.0,106300.0,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
501,3,6,1,2,25.0,14.0,13.17,7.0,18,42,13,33,33,6,15,14,1,16,,68900.0,51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
502,2,6,0,2,15.0,15.0,12.0,,18,75,12,31,42,5,5,17,0,16,70.0,68900.0,51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
503,4,25,2,8,7.0,6.0,4.56,7.0,21,124,13,34,93,6,16,38,1,11,7.0,122700.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
504,1,6,0,2,15.0,15.0,9.17,,25,107,9,28,54,4,4,23,0,17,57.0,82400.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
505,3,26,1,14,10.0,8.67,4.27,9.0,26,124,11,32,73,5,15,31,1,26,86.0,87700.0,39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
506,1,1,1,1,15.0,15.0,15.0,15.0,15,15,7,8,8,2,3,3,0,12,38.0,74500.0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
507,1,2,1,1,10.0,15.0,12.5,15.0,15,16,14,19,16,5,7,6,0,17,39.0,82400.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
508,7,19,6,8,20.0,19.29,17.63,19.17,16,74,15,33,63,6,17,24,1,30,67.0,52000.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
509,1,1,1,1,100.0,100.0,100.0,100.0,17,17,5,7,6,1,2,2,0,18,,97400.0,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
510,2,4,1,2,50.0,42.5,30.0,35.0,15,87,12,26,51,5,12,18,0,40,55.0,64600.0,28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
511,2,12,1,4,16.0,13.0,9.25,16.0,15,67,12,29,55,3,10,19,1,40,72.0,43100.0,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
512,7,13,6,9,5.0,5.43,5.08,5.5,23,65,12,31,49,6,16,21,1,39,57.0,54000.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
513,2,2,2,2,15.0,12.5,12.5,12.5,17,30,11,20,17,4,9,8,0,47,,72800.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
514,8,9,4,4,10.0,8.13,7.56,8.0,16,33,13,29,28,6,14,12,1,35,36.0,88000.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
515,4,20,3,13,6.0,4.5,4.95,4.0,18,127,11,29,70,5,14,30,1,42,,106000.0,39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
516,4,19,4,11,10.0,12.0,10.05,12.0,21,117,12,29,76,5,15,32,1,30,82.0,61900.0,42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
517,1,18,0,12,13.0,13.0,7.83,,18,127,11,24,67,4,4,26,1,39,42.0,69600.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
518,1,2,1,1,6.0,20.0,13.0,20.0,15,21,11,18,16,4,7,6,0,39,50.0,72400.0,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
519,1,2,1,2,16.0,16.0,13.0,16.0,21,45,10,24,29,4,9,10,0,11,83.0,108200.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
520,2,24,1,14,10.0,12.5,11.13,15.0,19,105,7,15,42,2,6,19,1,35,,108300.0,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
521,1,4,1,1,25.0,25.0,20.5,25.0,24,67,11,31,48,6,15,18,0,40,,54700.0,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
522,2,2,2,2,15.0,12.5,12.5,12.5,17,24,14,25,24,6,11,9,0,47,,48100.0,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
523,4,9,2,5,5.0,5.38,4.28,7.5,15,65,11,23,41,5,10,15,1,24,76.0,89100.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
524,2,14,1,10,16.0,13.0,3.59,16.0,21,123,12,26,59,5,11,23,1,40,45.0,105600.0,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
525,4,11,4,8,10.0,7.75,7.18,7.75,17,97,13,28,63,6,15,24,1,39,60.0,44100.0,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
526,2,3,1,2,15.0,10.0,8.33,5.0,19,41,6,22,24,2,8,8,0,36,72.0,51700.0,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
527,2,9,0,5,20.0,20.0,14.44,,18,112,13,34,67,6,6,29,1,35,46.0,63500.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
528,2,2,1,1,20.0,12.5,12.5,5.0,16,29,11,23,21,5,10,9,0,36,68.0,99300.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
529,3,13,2,7,16.0,12.0,8.77,13.0,23,128,12,33,67,6,16,31,1,35,62.0,78100.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
530,2,5,0,2,20.0,20.0,12.2,,18,68,13,33,47,6,6,18,0,41,64.0,38300.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
531,1,1,0,0,25.0,25.0,25.0,,20,20,10,16,15,5,5,6,0,47,52.0,47500.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
532,4,32,3,12,7.0,7.5,6.84,7.67,8,105,37,53,122,7,15,31,1,40,72.0,59800.0,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
533,2,12,0,4,20.0,22.5,16.75,,18,110,13,35,71,6,6,32,1,47,,44600.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
534,4,18,3,12,26.0,22.75,18.39,23.67,25,123,12,33,75,6,17,31,1,50,82.0,45300.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
535,0,1,0,0,25.0,0.0,25.0,,23,23,10,10,15,4,4,6,0,47,47.0,44100.0,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
536,7,19,4,7,7.0,7.43,6.79,7.5,20,56,12,33,50,4,14,19,1,36,73.0,78800.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
537,2,3,2,3,50.0,42.5,36.67,42.5,24,40,8,23,27,5,14,13,0,26,79.0,91400.0,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
538,2,2,2,2,15.0,10.0,10.0,10.0,17,29,11,23,22,4,9,8,0,50,47.0,37000.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
539,6,8,3,4,5.0,5.0,5.0,5.0,18,45,14,31,36,6,15,15,1,48,72.0,71400.0,18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
540,2,4,2,2,10.0,5.0,6.25,5.0,18,28,13,26,24,6,12,10,0,36,53.0,281700.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
541,2,14,1,10,30.0,25.0,12.29,20.0,16,126,12,31,75,5,15,32,1,38,,83200.0,35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
542,5,10,2,6,20.0,16.0,12.4,20.0,16,111,13,32,67,6,15,28,1,38,74.0,66400.0,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
543,6,30,4,20,6.0,5.83,5.77,5.5,17,112,5,13,44,1,5,18,1,41,77.0,91800.0,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
544,5,32,1,14,11.0,14.0,10.69,11.0,24,129,12,34,83,6,17,34,1,47,40.0,45000.0,29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
545,8,10,3,5,4.0,5.0,4.8,5.33,16,44,12,33,38,6,16,16,1,51,41.0,36400.0,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
546,3,11,3,9,3.0,7.67,5.73,7.67,15,81,11,26,56,5,12,20,1,51,54.0,38700.0,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
547,1,9,1,6,6.0,20.0,7.22,20.0,16,79,16,33,55,6,14,20,1,47,74.0,40600.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
548,2,6,1,4,15.0,12.5,8.5,10.0,18,89,13,30,50,4,11,18,1,32,77.0,35500.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
549,4,16,1,8,7.0,6.0,6.0,5.0,17,111,11,22,48,5,10,23,1,24,74.0,63100.0,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
550,5,17,4,11,22.0,22.2,14.82,21.25,17,104,15,35,76,6,16,31,1,22,83.0,60800.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
551,2,4,0,0,18.0,17.0,11.5,,18,52,12,32,39,6,6,16,0,35,48.0,97700.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
552,3,4,0,0,15.0,13.33,15.0,,19,31,14,28,28,6,6,10,0,24,,97700.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
553,2,6,1,2,10.0,10.0,7.17,10.0,18,56,12,30,39,6,13,14,0,36,,47300.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
554,9,16,6,8,6.0,6.44,5.94,6.33,22,53,12,32,45,6,17,19,1,40,44.0,66800.0,38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
555,1,8,0,6,25.0,25.0,10.88,,17,80,8,27,52,4,4,20,1,18,38.0,64500.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
556,4,5,2,3,15.0,10.0,9.0,10.0,16,41,13,32,33,5,13,13,1,22,57.0,132000.0,25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
557,2,3,1,1,15.0,12.5,10.33,15.0,17,20,14,20,19,6,9,7,0,35,,72700.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
558,5,8,3,4,14.0,12.4,9.88,11.33,18,74,14,31,43,6,14,17,1,20,,52500.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
559,4,8,2,4,14.0,12.25,8.63,13.5,16,80,14,33,52,6,14,19,0,22,57.0,133300.0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
560,2,8,1,5,25.0,25.0,21.5,25.0,20,124,13,33,70,6,17,30,0,47,63.0,46800.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
561,2,8,2,6,18.0,16.5,13.13,16.5,22,105,12,33,65,6,17,27,0,41,,33900.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
562,3,5,3,3,10.0,8.67,8.4,8.67,17,29,13,26,25,6,12,10,1,30,65.0,22300.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
563,6,12,2,6,9.0,8.0,6.33,7.0,15,65,9,29,48,3,12,18,0,35,73.0,100000.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
564,5,20,1,11,3.0,4.6,4.9,5.0,19,126,9,28,68,4,12,29,1,51,80.0,42000.0,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
565,6,14,2,5,17.0,14.83,10.07,14.0,16,81,15,37,60,6,17,24,1,40,64.0,38100.0,19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
566,2,3,1,2,15.0,13.5,12.33,12.0,18,44,16,31,35,6,12,12,0,35,74.0,80200.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
567,3,10,2,3,15.0,13.33,10.9,15.0,23,88,12,34,62,6,17,26,0,40,45.0,91600.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
568,1,8,0,5,25.0,25.0,18.13,,18,126,16,35,72,6,6,31,0,40,74.0,91600.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
569,1,16,0,10,11.0,11.0,5.88,,19,128,11,29,71,4,4,29,1,36,,47700.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
570,2,7,0,2,20.0,15.0,10.43,,26,87,10,31,59,5,5,22,1,41,55.0,40000.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
571,5,9,1,2,3.0,3.72,3.29,3.0,18,43,13,30,35,6,14,13,0,36,53.0,55100.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
572,1,11,1,9,6.0,16.0,13.73,16.0,19,130,12,29,65,5,12,27,1,40,52.0,64000.0,37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
573,3,5,2,4,15.0,12.33,9.0,13.5,16,65,14,27,39,6,11,14,0,14,53.0,141900.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
574,2,9,1,4,15.0,13.0,8.67,15.0,23,80,13,33,62,6,15,23,0,36,57.0,47300.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
575,1,2,0,0,15.0,15.0,11.5,,26,38,9,27,26,4,4,10,0,39,,49000.0,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
576,3,3,2,2,15.0,9.67,9.67,10.0,17,30,11,25,22,5,11,9,0,40,53.0,68200.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
577,7,8,6,6,7.0,7.71,8.0,7.33,16,29,14,29,29,6,14,12,1,40,37.0,68200.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
578,2,6,1,4,15.0,15.0,10.33,15.0,18,98,14,31,56,6,13,23,1,23,66.0,197400.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
579,3,10,2,6,16.0,16.0,10.7,15.5,23,92,8,21,41,5,14,20,0,49,51.0,48200.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
580,3,3,1,1,10.0,11.67,11.67,5.0,18,28,13,26,24,6,12,10,0,39,45.0,54800.0,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
581,7,15,5,12,7.0,7.71,6.47,8.0,16,122,13,34,62,6,16,28,1,35,,76100.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
582,1,2,0,0,20.0,20.0,15.0,,19,30,10,23,21,4,4,8,0,49,53.0,54500.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
583,3,4,1,1,25.0,13.0,11.0,7.0,18,32,13,26,24,6,11,9,0,43,55.0,79200.0,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
584,4,18,3,10,12.0,10.5,7.61,10.0,19,98,12,30,66,6,15,26,1,40,45.0,65100.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
585,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,0,39,50.0,47400.0,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
586,4,4,3,3,10.0,8.25,8.25,7.67,18,33,12,29,27,6,13,11,1,24,47.0,34900.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
587,10,42,6,19,5.0,5.2,5.07,5.0,19,115,11,31,77,5,16,32,1,43,42.0,48200.0,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
588,2,2,2,2,16.0,13.0,13.0,13.0,18,23,12,24,21,6,12,10,0,43,,48200.0,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
589,2,5,0,1,20.0,15.0,12.0,,18,65,13,32,46,6,6,17,0,51,,39000.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
590,2,2,1,1,20.0,17.5,17.5,15.0,19,27,11,24,20,5,12,10,0,43,,41800.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
591,3,9,1,3,15.0,11.0,7.67,9.0,19,86,13,31,56,6,15,21,0,36,35.0,52400.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
592,4,17,2,10,7.0,6.0,5.82,7.0,17,104,13,34,67,6,17,28,1,49,49.0,80300.0,22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
593,1,16,0,9,25.0,30.0,11.38,,18,127,13,35,76,6,6,33,1,40,46.0,91000.0,34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
594,1,9,0,5,15.0,15.0,10.44,,26,105,10,29,62,4,4,25,1,49,44.0,80300.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
595,6,30,4,17,4.0,4.17,3.97,3.75,18,131,10,29,70,5,15,30,1,34,76.0,49900.0,38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
596,9,24,5,14,10.0,10.0,9.13,10.0,22,93,14,36,66,6,17,26,1,40,70.0,79900.0,59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
597,1,1,1,1,15.0,15.0,15.0,15.0,19,19,10,14,11,4,6,5,0,35,76.0,74700.0,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
