TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,00037304,$5.00,4,14,3,9,$10.00,$10.50,$7.64,$10.67,18,105,12,31,63,5,15,27,A,1,12,58,M,H,"$64,000",29,"$46,394"
1,00035017,$10.00,3,11,1,6,$17.00,$16.33,$12.91,$17.00,15,112,10,27,61,5,15,27,A,1,37,76,M,U,"$57,600",46,"$39,367"
1,00035328,$20.00,3,14,0,10,$18.00,$16.67,$11.64,,18,130,13,34,73,6,6,31,S,1,24,39,M,H,"$145,400",31,"$68,639"
1,00008438,$12.50,2,15,1,8,$12.00,$11.00,$9.27,$12.00,20,105,14,34,82,5,14,27,A,1,24,49,M,H,"$135,700",33,"$68,639"
0,00035046,,5,13,2,4,$7.52,$6.10,$5.19,$6.00,18,53,13,32,43,6,16,17,A,0,35,,F,H,"$95,300",35,"$68,639"
0,00035055,,4,15,2,9,$10.00,$13.75,$11.27,$12.50,18,105,13,34,69,6,17,29,S,1,37,17,M,U,"$106,600",39,"$68,639"
1,00035043,$16.00,3,4,2,3,$17.00,$15.67,$13.00,$16.00,17,44,13,30,34,6,15,15,A,1,24,54,M,H,"$135,700",33,"$68,639"
0,00035075,,5,6,2,2,$6.00,$7.80,$7.50,$9.00,18,32,13,31,31,6,15,13,S,1,30,28,F,H,"$51,500",38,"$40,858"
0,00035078,,2,6,1,5,$30.00,$30.00,$23.33,$30.00,18,92,13,29,50,6,14,21,A,1,35,81,M,H,"$63,000",23,"$40,858"
1,00188141,$25.00,1,7,1,7,$16.00,$16.00,$14.43,$16.00,25,86,6,14,33,2,6,15,E,0,11,,U,U,"$57,800",34,$0
1,00188316,$10.00,2,10,0,4,$25.00,$17.50,$13.10,,6,88,23,44,71,8,8,27,A,1,21,74,F,H,"$66,100",29,"$41,343"
1,00035101,$20.00,4,12,3,8,$31.00,$23.25,$18.00,$24.00,18,115,16,35,67,6,15,28,S,1,12,78,M,H,"$143,400",25,"$41,343"
1,00035181,$25.00,3,16,2,12,$32.00,$24.00,$20.88,$26.00,18,121,13,35,80,6,17,33,A,1,12,65,M,U,"$139,500",32,$0
0,00035159,,4,8,2,2,$10.00,$10.00,$9.38,$10.00,18,44,13,32,36,6,15,15,A,1,14,48,F,H,"$137,900",36,"$84,410"
1,00130407,$22.00,2,2,1,1,$16.00,$13.00,$13.00,$16.00,16,28,13,26,24,4,10,9,A,0,12,66,F,H,"$53,300",55,"$46,440"
1,00035267,$17.00,4,13,2,9,$20.00,$16.25,$11.85,$17.50,18,92,11,31,64,4,14,24,S,1,28,80,M,H,"$89,500",36,"$68,443"
1,00035276,$10.00,2,14,0,5,$10.00,$10.00,$6.64,,18,128,9,23,42,3,3,16,A,1,24,80,U,U,"$354,200",26,$0
1,00035316,$14.00,4,16,2,8,$14.00,$14.50,$9.94,$16.00,17,85,14,35,68,5,15,25,A,1,26,73,F,H,"$84,500",43,"$49,287"
1,00035306,$25.00,1,4,0,2,$20.00,$20.00,$12.25,,17,64,12,27,43,6,6,15,A,0,26,41,F,H,"$83,300",41,"$49,287"
1,00035325,$30.00,1,7,0,6,$30.00,$30.00,$12.14,,15,119,10,12,48,3,3,17,E,1,26,79,M,H,"$83,300",41,"$49,287"
0,00034917,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,16,14,5,7,6,F,0,24,,M,U,"$99,200",38,$0
1,00035355,$5.00,7,22,5,15,$5.00,$5.00,$4.59,$5.00,18,90,13,32,64,6,17,27,S,1,35,86,M,H,"$90,700",42,"$44,548"
0,00035365,,4,22,2,13,$20.00,$16.50,$10.36,$15.50,26,122,10,26,74,5,15,31,A,1,48,72,M,H,"$64,000",35,"$35,046"
0,00035370,,5,5,3,3,$17.00,$13.80,$13.80,$11.33,17,33,13,31,31,6,15,13,A,0,23,52,U,U,"$250,000",23,$0
0,00009770,,2,13,2,7,$10.00,$20.00,$12.08,$20.00,9,113,32,51,81,6,15,25,S,1,24,74,F,H,"$86,200",42,"$53,922"
0,00035419,,2,7,1,4,$15.00,$13.00,$8.71,$15.00,17,104,11,29,51,4,11,19,A,0,16,42,F,H,"$76,100",43,"$58,521"
0,00034925,,4,10,3,6,$12.00,$10.50,$8.80,$11.33,21,53,13,32,44,6,16,18,A,1,12,40,M,H,"$96,900",26,"$58,521"
1,00035463,$30.00,2,10,2,8,$20.00,$20.00,$20.00,$20.00,20,128,11,27,67,4,11,28,A,1,22,60,M,H,"$102,800",46,"$53,710"
1,00190597,$12.00,4,26,3,16,$10.00,$10.00,$7.04,$10.00,15,123,13,34,78,6,16,31,S,1,27,50,F,U,"$73,700",29,"$53,710"
1,00035476,$25.00,2,7,0,3,$25.00,$22.50,$17.14,,18,52,13,34,44,6,6,18,A,1,30,61,M,H,"$62,500",37,"$38,082"
0,00035493,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,18,18,10,15,12,4,6,5,F,0,17,69,F,H,"$83,400",24,"$32,942"
1,00035504,$15.00,1,7,0,2,$15.00,$15.00,$14.00,,26,55,10,31,42,5,5,17,A,1,17,48,F,U,"$83,400",24,"$32,942"
0,00035839,,8,12,4,5,$10.00,$8.00,$8.00,$8.00,16,42,14,33,35,6,16,15,A,1,28,73,F,U,"$70,300",45,"$38,870"
1,00035553,$20.00,1,12,0,6,$18.00,$18.00,$10.67,,26,113,10,31,71,5,5,27,A,1,16,,F,U,"$72,600",39,$0
0,00035610,,2,14,0,3,$10.00,$10.00,$7.50,,15,113,14,33,67,5,5,26,S,1,12,76,M,H,"$84,100",28,"$53,515"
0,00035617,,3,10,1,7,$10.00,$13.33,$8.60,$20.00,16,80,13,29,42,6,14,20,A,0,18,57,F,H,"$82,800",27,"$47,407"
0,00035641,,7,17,5,9,$10.00,$8.29,$6.53,$8.00,17,92,14,35,65,6,17,27,S,1,16,,F,U,"$82,700",37,"$47,407"
0,00035653,,5,6,4,4,$11.00,$8.80,$9.00,$8.50,17,33,13,28,29,6,14,12,A,0,12,43,M,H,"$140,700",29,"$72,702"
0,00000687,,11,18,7,8,$8.00,$6.18,$5.78,$5.57,17,68,22,41,76,10,20,30,A,1,12,73,M,H,"$140,700",29,"$72,702"
0,00035704,,1,6,0,4,$25.00,$25.00,$14.67,,15,111,12,24,55,5,5,24,A,0,17,49,F,H,"$76,100",35,"$40,054"
1,00035700,$7.00,4,19,4,12,$3.00,$7.25,$7.84,$7.25,15,74,8,26,50,3,12,20,S,1,17,39,F,H,"$72,100",29,"$40,054"
1,00035728,$10.00,2,9,1,5,$24.00,$21.00,$11.33,$24.00,23,79,12,33,53,6,16,23,A,0,39,49,M,H,"$78,600",27,"$47,917"
0,00006885,,5,12,3,4,$20.00,$15.00,$17.92,$18.33,8,45,29,51,78,7,18,18,A,1,17,44,F,U,"$74,800",22,"$49,725"
1,00035751,$5.00,8,31,6,19,$5.00,$5.25,$4.26,$5.33,17,103,12,30,70,6,17,30,S,1,27,85,F,H,"$85,300",49,"$49,725"
0,00035771,,5,10,3,4,$12.00,$10.80,$9.10,$10.00,19,57,14,35,50,6,17,21,A,1,39,77,F,U,"$89,400",26,"$64,128"
1,00187532,$15.00,4,6,3,5,$15.00,$15.00,$15.00,$15.00,18,33,7,14,15,2,6,6,E,1,35,,M,U,"$128,600",33,$0
0,00035864,,1,4,1,2,$20.00,$20.00,$20.00,$20.00,18,67,13,32,50,6,15,19,A,0,18,47,M,H,$0,31,$0
0,00035866,,4,6,2,3,$15.00,$12.25,$10.83,$7.50,19,44,13,35,39,6,17,17,A,0,26,58,M,U,"$65,700",35,$0
1,00035877,$5.00,6,7,4,5,$5.00,$4.17,$4.29,$3.75,18,44,12,31,35,6,15,15,A,0,21,73,F,H,"$53,500",38,"$35,129"
0,00035902,,1,9,1,4,$15.00,$15.00,$11.56,$15.00,24,113,9,27,58,4,11,22,A,0,23,53,F,H,"$311,100",68,"$74,188"
1,00035906,$15.00,3,3,2,2,$10.00,$15.33,$15.33,$18.00,15,20,14,21,19,5,8,7,N,0,40,40,F,H,"$68,300",46,"$49,494"
1,00013622,$10.00,2,15,1,9,$15.00,$23.00,$14.87,$25.00,15,113,29,49,98,7,16,29,A,0,16,65,M,U,"$71,500",47,"$49,494"
1,00035914,$2.00,5,10,2,6,$3.00,$5.60,$4.30,$3.50,17,64,7,26,39,4,13,16,S,1,16,69,M,U,"$69,300",42,$0
1,00035908,$20.00,2,2,1,1,$20.00,$15.00,$15.00,$10.00,18,29,10,23,21,4,10,9,A,0,16,47,F,H,"$69,300",42,"$49,494"
1,00035947,$14.00,2,12,1,8,$14.00,$13.00,$7.67,$12.00,25,129,9,25,61,4,11,26,A,1,17,72,F,H,"$57,500",28,"$34,796"
0,00038082,,2,2,2,2,$25.00,$25.00,$25.00,$25.00,24,33,13,31,29,6,14,12,A,0,17,77,M,H,"$88,400",34,"$34,796"
1,00035935,$21.00,2,3,2,3,$17.00,$13.50,$10.67,$13.50,17,37,12,29,29,6,13,12,A,0,17,86,M,H,"$71,100",35,"$34,796"
0,00035953,,2,3,2,2,$10.00,$10.00,$10.00,$10.00,17,21,13,20,18,6,10,8,N,0,18,57,F,H,"$68,400",36,"$45,763"
0,00035969,,2,5,1,3,$15.00,$15.00,$11.00,$15.00,18,53,12,33,42,6,16,17,A,0,39,53,F,H,"$69,800",27,"$45,763"
1,00109644,$5.00,8,13,5,10,$14.00,$12.50,$12.08,$12.20,17,56,14,34,51,6,17,21,S,1,39,72,U,H,"$54,600",27,"$45,763"
1,00190243,$10.00,2,12,0,6,$10.00,$10.00,$8.50,,18,63,4,12,23,2,2,11,E,1,18,,M,U,"$62,600",37,$0
0,00036008,,3,14,2,10,$10.00,$11.00,$8.14,$11.50,18,104,13,31,55,6,15,26,S,1,22,59,F,U,"$95,000",62,"$43,109"
0,00036065,,3,3,2,2,$21.00,$17.00,$17.00,$15.50,23,35,12,30,28,6,15,13,A,0,23,73,F,U,"$135,400",53,"$52,936"
1,00009439,$25.00,0,9,0,4,$0.00,$0.00,$18.33,,4,113,30,30,93,5,5,26,A,1,23,79,M,H,"$130,500",48,"$52,936"
1,00036069,$11.00,3,5,2,4,$11.00,$9.67,$8.20,$10.00,16,53,15,32,39,6,13,14,A,0,26,79,M,U,"$118,800",50,"$52,936"
1,00033359,$10.00,6,14,4,10,$10.00,$10.00,$8.43,$9.75,15,119,15,32,67,6,15,29,S,1,20,61,F,U,"$73,700",43,"$42,953"
1,00036141,$10.00,1,3,0,1,$25.00,$25.00,$15.00,,17,44,15,31,35,6,6,13,A,0,24,69,F,H,"$95,700",65,"$58,016"
1,00013484,$11.00,1,3,1,1,$15.00,$15.00,$15.00,$15.00,16,19,18,23,26,2,4,5,F,0,24,,M,H,"$103,400",49,"$58,016"
0,00165064,,2,7,2,5,$15.00,$13.50,$9.29,$13.50,24,77,10,26,51,5,11,18,A,0,24,57,M,H,"$152,600",35,"$58,016"
1,00036165,$20.00,2,3,2,2,$10.00,$22.50,$18.33,$22.50,16,24,13,23,22,6,11,9,N,0,24,72,M,U,"$156,900",56,"$68,845"
0,00189470,,1,11,0,5,$15.00,$15.00,$15.18,,20,113,15,34,70,6,6,28,A,1,31,76,M,U,"$58,900",33,"$50,847"
0,00036294,,3,4,3,3,$10.00,$10.67,$10.50,$10.67,19,33,13,28,29,6,13,11,A,1,37,,F,U,"$57,500",48,"$42,366"
1,00036081,$17.00,4,17,3,12,$9.00,$9.50,$6.35,$7.00,16,130,15,35,70,6,16,29,S,1,23,66,M,U,"$120,100",49,$0
0,00036337,,3,11,0,3,$29.00,$25.67,$17.73,,26,76,11,33,61,5,5,22,A,1,26,73,F,U,"$71,600",46,$0
1,00036353,$17.00,2,4,1,2,$15.00,$13.00,$9.50,$11.00,16,53,12,31,39,6,14,15,A,0,29,76,F,H,"$134,400",63,"$43,368"
0,00036348,,7,10,5,6,$5.00,$5.00,$5.00,$5.00,17,41,13,31,36,6,16,15,A,1,30,81,M,H,"$42,600",41,"$43,368"
0,00036341,,3,6,2,4,$10.00,$17.33,$13.00,$16.00,18,55,14,31,36,6,15,17,A,0,29,76,F,H,"$134,400",63,"$43,368"
1,00036371,$11.00,5,14,3,7,$10.00,$8.40,$7.29,$7.67,19,104,13,35,67,6,17,27,A,1,23,,M,H,"$425,900",61,"$110,149"
1,00036395,$15.00,6,20,4,11,$15.00,$13.50,$11.10,$15.25,17,89,16,36,71,6,17,26,S,1,29,81,M,H,"$88,500",40,"$41,444"
0,00036392,,6,11,4,6,$13.00,$13.17,$10.91,$13.50,18,53,16,34,44,6,16,17,A,0,29,79,F,H,"$61,700",71,"$41,444"
1,00036460,$31.00,5,5,2,2,$25.00,$24.00,$24.00,$25.00,19,33,12,30,30,6,15,13,A,1,03,75,F,H,"$363,700",34,"$34,619"
1,00036479,$10.00,6,21,5,13,$10.00,$9.17,$7.43,$9.00,16,105,14,35,74,6,17,29,S,1,29,82,M,H,"$122,700",36,"$34,619"
1,00036495,$10.00,3,28,2,17,$9.00,$7.67,$7.43,$8.00,17,130,8,21,71,4,10,27,S,1,09,57,F,H,"$67,900",35,"$34,619"
1,00036472,$13.00,2,7,1,3,$12.00,$12.00,$7.14,$12.00,16,66,13,23,38,6,10,15,A,1,23,57,F,H,"$225,000",33,"$34,619"
1,00036474,$6.00,5,12,3,7,$6.00,$6.00,$6.17,$6.00,21,89,11,32,58,5,16,23,A,1,29,83,M,H,"$122,700",36,"$34,619"
1,00036471,$20.00,2,8,1,3,$20.00,$18.00,$10.50,$20.00,17,65,15,35,54,6,15,20,A,1,08,70,F,H,"$73,000",28,"$34,619"
0,00036527,,10,23,7,11,$4.00,$4.30,$3.83,$4.29,15,78,13,34,61,6,17,23,S,1,21,,F,U,"$84,000",7,$0
0,00036582,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,17,15,4,7,6,F,0,12,,F,U,"$84,000",23,$0
1,00036528,$25.00,1,4,0,2,$50.00,$50.00,$25.00,,18,89,15,28,51,6,6,19,A,0,19,74,F,H,"$93,400",5,"$31,141"
1,00008708,$10.00,4,28,3,11,$10.00,$10.00,$10.50,$10.00,15,134,31,51,117,5,14,31,A,1,00,81,U,U,"$68,400",0,$0
1,00036576,$5.00,3,12,1,7,$10.00,$7.33,$4.52,$7.00,15,119,12,25,61,5,10,25,A,1,11,,U,U,"$134,200",24,$0
0,00001397,,4,10,3,6,$15.00,$11.75,$10.40,$11.67,17,57,24,43,81,11,21,32,A,0,12,51,M,H,"$102,400",23,"$47,043"
1,00036590,$10.00,3,4,3,3,$11.00,$10.00,$10.00,$10.00,16,29,14,28,26,6,13,11,A,1,12,49,M,H,"$103,700",10,"$47,043"
0,00036625,,7,8,3,4,$5.00,$9.57,$9.63,$10.00,20,37,12,31,30,6,15,14,S,1,19,,F,U,"$102,400",14,$0
0,00036633,,2,2,2,2,$20.00,$12.50,$12.50,$12.50,17,25,12,23,20,6,11,9,N,0,23,68,M,U,"$169,600",36,"$62,136"
0,00004605,,2,9,0,2,$50.00,$50.00,$39.44,,17,138,17,39,74,7,7,28,A,0,01,83,M,H,"$206,300",51,"$62,136"
0,00036697,,1,5,0,2,$15.00,$15.00,$7.40,,25,64,9,24,41,4,4,15,A,0,13,35,F,H,"$131,600",50,"$51,169"
0,00036682,,3,4,1,1,$15.00,$10.00,$8.75,$15.00,20,39,12,31,30,6,14,13,A,0,13,39,M,H,"$204,200",29,"$51,169"
0,00037458,,4,14,4,10,$15.00,$14.50,$10.14,$14.50,17,113,15,35,70,6,15,28,A,1,10,51,M,H,"$87,000",35,"$40,608"
0,00036755,,1,8,1,7,$20.00,$20.00,$7.25,$20.00,26,124,9,23,56,4,10,25,A,1,18,40,F,H,"$81,900",26,"$40,608"
1,00039020,$21.00,1,2,1,2,$15.00,$15.00,$12.50,$15.00,21,41,10,26,30,4,10,10,A,0,14,49,M,U,"$72,400",35,"$46,301"
1,00036774,$21.00,2,2,1,1,$15.00,$10.00,$10.00,$5.00,19,33,10,23,22,4,9,8,A,0,12,53,M,H,"$90,200",27,"$46,301"
1,00036776,$20.00,5,6,4,4,$11.00,$10.20,$9.50,$10.25,16,33,13,32,32,6,15,13,A,0,21,71,M,H,"$65,300",22,"$46,301"
1,00038245,$15.00,2,5,0,1,$20.00,$15.00,$10.00,,16,65,12,23,39,5,5,14,A,0,07,67,M,H,"$71,800",41,"$46,301"
0,00036840,,2,20,1,11,$10.00,$7.50,$5.35,$10.00,19,126,11,29,71,4,11,28,A,1,20,,F,H,"$96,000",27,"$49,991"
0,00036837,,1,17,0,8,$10.00,$16.00,$11.71,,18,104,12,32,71,5,5,27,A,1,20,85,F,U,"$96,000",27,"$49,991"
0,00037460,,7,7,4,4,$8.00,$9.14,$9.14,$8.50,16,29,15,29,27,6,13,11,A,1,18,,F,U,"$96,600",32,$0
0,00036853,,4,5,3,3,$10.00,$10.25,$9.20,$10.33,21,35,12,28,28,6,15,13,A,0,11,42,M,H,"$96,600",32,"$64,750"
0,00034246,,1,5,0,3,$16.00,$16.00,$12.80,,18,77,11,25,47,4,4,16,A,0,35,47,F,H,"$95,900",47,"$60,980"
0,00036868,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,20,,M,U,"$95,900",31,$0
0,00036880,,2,9,1,6,$21.00,$20.00,$12.89,$21.00,17,120,13,33,63,6,16,28,A,1,20,56,M,H,"$95,900",31,"$60,980"
0,00036893,,3,7,2,3,$20.00,$20.00,$14.00,$20.00,25,44,12,32,38,6,17,17,A,0,29,63,M,H,"$155,200",45,"$78,642"
0,00036907,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,23,23,8,19,17,3,8,7,N,0,27,83,F,H,"$75,500",31,"$29,756"
1,00036923,$10.00,8,21,5,12,$6.00,$4.25,$3.86,$4.00,18,80,13,34,60,6,17,25,S,1,40,45,F,H,"$74,200",30,"$61,743"
1,00009049,$15.00,2,11,0,3,$12.00,$9.50,$8.82,,16,53,29,47,63,6,6,16,A,1,30,51,F,H,"$58,600",19,"$31,314"
1,00036956,$9.00,7,32,6,15,$7.00,$7.57,$6.22,$7.67,22,101,12,32,68,6,17,26,S,1,49,75,F,U,"$77,800",27,$0
1,00037005,$11.00,4,8,3,5,$10.00,$9.25,$7.88,$9.00,15,75,15,33,41,6,14,16,A,0,38,,F,U,"$138,000",13,"$49,513"
0,00036992,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,21,21,11,18,17,5,8,7,F,0,42,37,M,H,"$220,000",42,$0
0,00037047,,3,19,0,10,$5.00,$5.00,$5.89,,15,123,10,28,67,5,5,28,S,1,27,86,F,H,"$162,500",21,"$46,728"
1,00037118,$15.00,4,7,3,5,$15.00,$12.25,$9.86,$11.33,16,64,17,34,49,6,13,15,A,1,18,71,U,U,"$58,100",20,$0
0,00037117,,1,4,0,1,$15.00,$15.00,$13.75,,19,63,10,29,42,4,4,14,A,0,21,63,F,U,"$62,700",13,"$40,215"
0,00037144,,5,17,3,10,$5.00,$5.80,$6.24,$6.33,17,126,13,28,69,6,13,28,S,1,23,66,M,H,"$190,500",35,"$40,210"
1,00185815,$7.00,7,24,4,13,$7.00,$5.29,$5.25,$5.50,5,63,21,40,60,6,16,22,S,1,09,68,F,U,"$55,000",13,"$40,210"
1,00000268,$33.00,8,21,5,7,$35.00,$25.88,$22.38,$27.00,8,87,27,49,107,11,22,40,A,0,23,37,F,U,"$176,500",50,"$61,523"
0,00037605,,0,9,0,3,$25.00,$0.00,$14.67,,18,86,8,8,45,5,5,21,A,0,03,7,M,H,"$174,800",25,"$61,523"
1,00008863,$40.00,1,5,1,2,$25.00,$25.00,$18.00,$25.00,20,57,16,32,64,6,12,13,A,0,07,42,M,H,"$130,700",35,"$61,523"
1,00006941,$15.00,3,26,2,12,$25.00,$25.00,$24.27,$25.00,22,93,14,36,91,6,17,27,A,1,29,54,M,H,"$164,100",47,"$61,523"
0,00038743,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,02,53,M,H,"$146,700",31,"$61,523"
0,00037157,,2,2,2,2,$20.00,$15.00,$15.00,$15.00,16,30,12,26,23,5,11,10,A,0,23,65,F,U,"$174,800",50,"$61,523"
1,00037205,$10.00,2,3,1,2,$16.00,$13.00,$10.33,$16.00,23,53,10,22,32,4,8,10,A,0,20,67,F,H,"$91,400",32,"$49,180"
1,00037221,$6.00,5,23,3,12,$4.00,$6.20,$3.96,$5.00,15,125,11,29,63,4,12,25,S,1,08,86,M,U,"$77,500",33,"$49,180"
1,00037202,$25.00,4,7,3,4,$20.00,$14.00,$11.00,$12.00,21,45,12,32,39,6,17,17,A,1,20,85,F,H,"$91,400",32,"$49,180"
0,00037716,,6,11,3,4,$10.00,$7.50,$7.09,$6.67,19,40,13,33,35,6,16,15,A,0,09,31,F,U,"$102,200",20,"$41,751"
1,00037299,$15.00,1,9,0,3,$15.00,$15.00,$9.89,,18,79,13,32,58,6,6,22,A,0,26,42,F,H,"$117,100",30,"$46,842"
0,00037291,,8,12,5,6,$3.00,$5.25,$5.17,$5.60,18,45,12,30,35,6,15,15,A,1,12,36,F,H,"$137,100",29,"$46,842"
0,00037318,,6,17,5,12,$20.00,$13.00,$9.24,$13.60,15,56,14,35,52,6,16,21,S,1,18,63,F,H,"$111,600",31,"$47,318"
1,00037342,$25.00,1,1,0,0,$25.00,$25.00,$25.00,,15,15,9,11,11,3,3,4,E,1,06,61,F,H,"$80,100",29,"$41,764"
1,00037401,$10.00,2,14,1,11,$10.00,$10.00,$13.71,$10.00,19,124,14,32,75,5,13,28,A,1,23,73,M,H,"$167,900",43,"$42,765"
0,00037427,,3,8,1,3,$25.00,$20.00,$13.75,$15.00,18,77,13,35,59,6,17,23,A,0,02,55,F,U,"$135,700",24,"$72,250"
0,00037422,,2,6,2,5,$25.00,$25.00,$40.83,$25.00,22,52,13,35,49,6,17,20,A,1,02,42,M,H,"$156,300",29,"$72,250"
1,00039869,$21.00,2,2,1,1,$20.00,$15.00,$15.00,$10.00,16,20,14,21,20,5,8,7,N,0,20,,F,U,"$217,100",24,$0
0,00037255,,5,9,3,4,$20.00,$18.40,$13.67,$20.00,23,63,13,33,50,6,16,22,A,0,10,,F,U,"$217,100",24,"$62,486"
0,00145379,,2,2,1,1,$25.00,$15.00,$15.00,$25.00,24,28,13,26,24,6,12,10,A,0,08,,F,H,"$217,100",24,"$62,486"
1,00037472,$20.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,F,1,31,,M,U,"$82,500",0,$0
0,00037481,,3,19,3,9,$10.00,$6.67,$5.74,$6.67,18,92,12,27,63,6,14,24,S,1,01,,F,U,$0,16,$0
0,00010520,,6,26,5,13,$5.00,$5.17,$5.35,$5.20,20,105,23,44,104,5,15,28,S,1,10,71,F,U,"$64,200",5,"$25,468"
1,00037531,$12.00,3,11,2,5,$10.00,$12.67,$10.36,$12.00,18,74,13,34,56,6,16,22,A,0,08,83,F,H,"$82,900",6,"$31,100"
1,00037528,$10.00,3,6,1,3,$10.00,$8.33,$6.83,$5.00,22,64,12,27,43,6,12,16,A,0,08,,F,U,"$82,900",6,$0
1,00037575,$50.00,2,2,2,2,$60.00,$55.00,$55.00,$55.00,16,28,13,27,26,6,13,11,A,0,01,,M,H,"$193,800",16,"$69,063"
0,00037581,,5,5,3,3,$10.00,$6.00,$6.00,$6.67,21,32,12,27,26,6,14,12,S,1,10,,M,U,"$100,000",34,$0
0,00037627,,4,5,3,3,$13.00,$11.00,$12.20,$10.33,18,33,12,28,28,6,15,13,S,1,04,55,M,U,"$145,800",15,"$53,432"
1,00037618,$25.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,21,21,8,15,14,3,6,5,N,0,01,,M,U,"$156,600",14,"$53,432"
1,00037697,$15.00,3,12,2,7,$15.00,$9.00,$6.00,$6.00,17,81,15,36,60,6,16,23,A,1,03,76,M,H,"$90,600",15,"$35,833"
1,00037698,$32.00,2,7,1,5,$25.00,$22.50,$15.29,$25.00,20,78,13,31,52,6,13,20,S,1,02,55,M,U,"$90,600",20,$0
0,00037694,,2,4,2,3,$15.00,$15.00,$16.25,$15.00,22,49,8,25,36,3,11,13,A,0,02,67,M,U,"$177,300",14,"$35,833"
0,00037709,,2,2,2,2,$15.00,$15.00,$15.00,$15.00,16,29,12,26,24,4,10,9,A,0,09,65,M,U,"$87,500",20,"$30,715"
1,00037747,$18.00,3,8,2,5,$17.00,$15.67,$13.38,$16.50,16,52,14,34,46,6,15,18,S,1,03,37,M,H,"$190,900",20,"$70,172"
1,00037762,$30.00,2,2,1,1,$25.00,$14.00,$14.00,$3.00,18,29,13,21,18,6,10,8,A,0,24,63,M,H,"$198,700",22,"$27,206"
0,00037771,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,19,19,12,17,14,4,6,5,F,0,10,57,M,H,"$52,300",29,"$21,517"
0,00037800,,3,3,2,2,$25.00,$15.67,$15.67,$17.50,16,35,13,31,29,6,15,13,A,0,20,,M,U,"$84,700",19,$0
1,00006615,$11.00,3,19,2,12,$10.00,$10.67,$10.68,$11.00,17,124,16,35,84,8,18,34,S,1,15,,F,U,"$170,100",27,$0
0,00037831,,6,6,4,4,$6.00,$6.00,$6.00,$6.25,15,33,14,31,29,6,14,12,A,1,08,,F,H,"$84,100",8,"$36,457"
1,00037861,$15.00,2,9,1,7,$15.00,$12.50,$12.22,$10.00,26,128,10,28,64,4,12,30,A,1,06,69,M,H,"$93,400",15,"$35,498"
1,00037852,$20.00,4,6,2,3,$20.00,$12.50,$10.50,$15.00,17,45,13,34,40,6,16,16,A,0,08,37,M,H,"$87,900",13,"$35,498"
1,00037872,$5.00,7,18,6,13,$3.00,$3.29,$4.22,$3.00,16,93,13,35,67,6,17,26,S,1,13,61,F,U,"$430,600",49,$0
1,00006555,$10.00,6,91,4,13,$10.00,$11.67,$6.10,$12.50,5,230,39,58,135,9,20,37,S,1,24,79,M,H,"$312,500",19,"$107,323"
0,00037915,,3,21,1,10,$5.00,$5.67,$5.24,$5.00,19,122,6,24,70,2,10,27,S,1,23,47,F,H,"$269,300",26,"$107,323"
0,00037921,,1,4,0,1,$20.00,$20.00,$16.50,,18,86,10,22,44,4,4,18,A,0,10,45,M,H,"$60,600",19,"$24,744"
0,00037944,,2,9,1,5,$25.00,$25.00,$16.33,$25.00,21,76,13,33,61,6,16,23,A,1,23,83,F,H,"$359,700",28,"$56,735"
1,00037637,$10.00,5,12,5,7,$10.00,$10.00,$7.58,$10.00,22,56,13,35,49,6,17,20,A,1,24,48,F,U,"$130,500",16,"$47,702"
0,00037998,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,F,0,11,66,M,H,"$141,700",24,"$107,958"
1,00036690,$3.00,2,4,2,3,$15.00,$13.00,$10.00,$13.00,24,50,11,26,38,5,11,14,A,0,13,,F,U,"$163,100",0,$0
1,00038031,$10.00,2,2,2,2,$10.00,$12.50,$12.50,$12.50,16,21,13,21,18,6,10,8,N,0,18,39,M,U,"$82,800",25,"$52,780"
0,00038064,,2,29,1,14,$10.00,$10.00,$7.90,$10.00,18,123,14,34,78,5,14,30,A,1,32,80,F,H,"$47,100",37,"$52,780"
0,00038035,,2,2,2,2,$20.00,$17.00,$17.00,$17.00,22,29,10,23,22,4,10,9,A,0,11,58,M,H,"$146,800",32,"$52,780"
